track_name,price,rating_count_tot,prime_genre
Raiden Legacy,4.99,443,Games
BrainHQ - Brain Training,0,684,Education
Block Earth,4.99,2089,Games
Bastion,4.99,14247,Games
Rayman Jungle Run,2.99,25517,Games
TEDICT - Learn English with TED Video,2.99,77,Education
Big Fish Casino – Best Vegas Slot Machines & Games,0,113959,Games
暴风影音-BaoFeng Player,0,287,Entertainment
SpellingCity,0,1566,Education
どうぶつしょうぎ(公式),0.99,1,Games
"We Heart It - Fashion, wallpapers, quotes, tattoos",0,90414,Social Networking
IronMobile - Ironman Athlete Tracker,0.99,126,Sports
Been Together,0.99,20,Lifestyle
Hurricane Impact by HurricaneTrack.com,2.99,60,Weather
Voice Translate Pro,3.99,1158,Business
Castle Raid,0.99,1087,Games
Need for Speed? Most Wanted,4.99,7315,Games
Tiny Wings HD,2.99,12181,Games
Robot Unicorn Attack 2,0,21432,Games
Presidential Election & Electoral College Maps,2.99,222,News
The Secret Society? - Hidden Mystery,0,168674,Games
Space Agency,1.99,1565,Games
NBC Sports,0,47172,Sports
征戦エクスカリバー,0,8,Games
Unfilth Your Habitat,0.99,321,Productivity
WiFi Map Pro - Scan & Get Passwords for free Wi-Fi,4.99,1155,Travel
Word Search Colorful,0,7131,Games
Wireless Transfer App:Sync backup photo and video,2.99,1810,Photo & Video
8 Ball Pool?,0,416736,Games
Photo Grid - photo collage maker & photo editor,0,40531,Photo & Video
ownCloud,0.99,249,Productivity
"YouTube - Watch Videos, Music, and Live Streams",0,278166,Photo & Video
TimeTraks,0.99,68,Entertainment
"Shopular Coupons, Weekly Deals for Target, Walmart",0,22729,Shopping
Magellan,2.99,313,Music
Real Metronome Pro,1.99,95,Music
McGraw-Hill K-12 ConnectED Mobile,0,594,Education
The World Ends with You: Solo Remix,17.99,2760,Games
Bad Piggies HD,0,19018,Games
Amazon Prime Video,0,43667,Entertainment
Camera360 Concept - HelloCamera,0.99,1335,Photo & Video
Hurricane by American Red Cross,0,1158,Weather
Finding Nemo Storybook Deluxe,2.99,117,Book
Weather & Radar,0,37,Weather
PetWorld 3D: My Animal Rescue Premium,5.99,1815,Games
"Quizlet: Study Flashcards, Languages & Vocabulary",0,16683,Education
Can Knockdown 3,1.99,1135,Games
Super Why! ABC Adventures,3.99,242,Education
Photo Editor-,0,9095,Photo & Video
Bingo!?,0,56852,Games
Blendamaze,2.99,1504,Games
DMBX 2 - Mountain Bike and BMX,1.99,42,Games
Traffic Racer,0,22458,Games
"Karaoke - Sing Karaoke, Unlimited Songs!",0,28606,Music
百度网盘,0,2434,Productivity
Bingo Pop,0,18971,Games
Infectonator,0.99,3069,Games
Tinder,0,143040,Lifestyle
ZARA,0,2731,Shopping
Slayin,0.99,45574,Games
"Handwriting Without Tears: Wet-Dry-Try for Capitals, Numbers & Lowercase",4.99,382,Education
Stick Texting Emoji Emoticons Killer,1.99,321,Utilities
Super Hexagon,2.99,10748,Games
True Skate,1.99,11065,Games
平安金管家 — 值得信赖的移动金融生活管家,0,5,Finance
Cafeteria Nipponica,4.99,274,Games
STARZ,0,8971,Entertainment
Pac-12 Now,0,1221,Sports
Camera+ for iPad,4.99,641,Photo & Video
Word Chums,3.99,11536,Games
Dr. Panda's Restaurant,1.99,370,Games
LAMP Words For Life,299.99,41,Education
Jumping Horses Champions,0.99,835,Games
WWE,0,7553,Entertainment
Starfall Learn to Read,0,474,Education
The Room,0.99,143908,Games
Followers - Social Analytics For Instagram,0,112778,Social Networking
Stock Market HD: Real Time Stocks Tracker + Forex,2.99,1275,Finance
"It's The Great Pumpkin, Charlie Brown",5.99,632,Book
ClassDojo,0,35440,Education
NASCAR MOBILE,0,16385,Sports
Daniel Tiger’s Neighborhood: Play at Home with Daniel,2.99,930,Education
百度地图HD,0,771,Navigation
Cymera - Photo & Beauty Editor & Collage,0,523,Photo & Video
Candy Crush Saga,0,961794,Games
Ugly,0,224,Entertainment
Crazy Taxi,0,8573,Games
Touch Camera - Fast Recording and Burst,1.99,36,Photo & Video
Jメール 出会える人気の匿名SNS出会い系アプリ,0,11,Social Networking
SMART Notebook for iPad,5.99,301,Education
The Tiny Bang Story,1.99,143,Games
滴滴出行,0,1103,Travel
Campaign Manager - A Presidential Election Simulation Game,2.99,116,Games
Vector HD,0.99,1291,Games
百度网盘 HD,0,869,Productivity
Talking Angela for iPad,0,32763,Entertainment
Earn to Die,0.99,6977,Games
Earn to Die HD,2.99,2028,Games
Baby Rattle with Child Lock,1.99,441,Games
Clue Solver - for Clue or Cluedo board games,0.99,185,Games
ESPN Fantasy Football Baseball Basketball Hockey,0,64925,Sports
去哪儿攻略—查游记旅游攻略，订机票酒店,0,25,Travel
Draw a Stickman: EPIC,1.99,413,Games
Year Walk,3.99,1951,Games
Angry Birds Friends,0,23655,Games
Kirkland's Spin to Win,0,177,Shopping
Real Racing 3,0,164483,Games
Pacific Fleet,5.99,806,Games
Toca Tailor,2.99,4059,Education
"Tiny Scanner+ - PDF scanner to scan document, receipt & fax",4.99,5611,Business
Draw a Stickman: EPIC HD,2.99,895,Games
TNNS,1.99,65,Games
MetaMoJi Note - note taking and PDF annotation app,7.99,493,Productivity
HelloTalk Language Exchange Learning App,0,1619,Education
Angry Birds Star Wars,0,34138,Games
Angry Birds Star Wars HD,0,22674,Games
Shpock Boot Sale & Classifieds App. Buy & Sell,0,212,Shopping
Total - Free browser with file manager and cloud storage support,0,4231,Entertainment
"Network Analyzer - wifi scanner, speed test, tools",3.99,2840,Utilities
"Inkly: Greeting Cards, Postcards, Flowers & Gifts",0,1034,Shopping
Dashy Crashy,0,3979,Games
CUBE SNAP,0.99,1133,Games
File Manager Pro App,4.99,2154,Business
Modern Combat 4: Zero Hour,6.99,12916,Games
InsTrack for Instagram - Analytics Plus More,0,85535,Social Networking
Weblock - AdBlock for apps and websites,1.99,1880,Utilities
"Ibotta: Cash Back App, Grocery Coupons & Shopping",0,44313,Shopping
直播吧(官方版)-体育从这里开始,0,13,Sports
Mini Golf Stars! Retro Golf Game,0,9411,Games
"Concepts - Sketch, Design, Illustrate",0,3101,Productivity
Lili?,0.99,2701,Games
Capture - Control Your GoPro Camera - Share Video,0,6542,Photo & Video
Clumsy Ninja,0,123032,Games
Agricola,6.99,1107,Games
T-Mobile,0,19977,Productivity
Peatix -Discover events & communities in your city,0,10,Entertainment
Dragon City Mobile,0,277268,Games
高德地图HD,0,26,Navigation
Devil's Attorney,2.99,1474,Games
Vector for iPhone,0.99,4432,Games
NFL HUDDLE: Football Card Trader,0,2896,Sports
UBiO,4.99,8,Music
Minecraft: Skin Studio,3.99,4006,Games
Bloons TD 5,2.99,42078,Games
minne - shopping handmade item,0,8,Shopping
MarineTraffic - Ship Tracking,4.99,1782,Travel
Stone Age: The Board Game,6.99,850,Games
Hill Climb Racing,0,108183,Games
51信用卡管家,0,47,Finance
51信用卡管家Pro,0.99,23,Finance
铁路12306,0,177,Travel
Urlaubspiraten,0,188,Travel
Backflip Madness,0.99,11687,Games
Fit Brains Trainer,0,46363,Education
Ticket Scanner for Powerball & MegaMillions Pool,0,581,News
百度HD-极速安全浏览器,0,1033,Utilities
Monkey Word School Adventure,1.99,191,Education
Bloons TD 5 HD,2.99,28341,Games
Followers + for Instagram - Follower Analytics,0,28633,Social Networking
Colin McRae Rally,2.99,504,Games
Mutant Fridge Mayhem - Gumball,2.99,3090,Games
iUniform ASU - Builds Your Army Service Uniform,3.99,132,Utilities
We Maps,6.99,35,Travel
Rainy Mood - Rain Sounds for Sleep & Study,2.99,333,Health & Fitness
淘票票 - 原淘宝电影，选座购票必备,0,29,Entertainment
e-Sword HD: Bible Study Made Easy,4.99,7309,Reference
Vampify - Turn yourself into a Vampire,0.99,278,Entertainment
French Tarot,4.99,33,Games
Bubble Guppies: Animal School Day HD,4.99,1207,Education
Bubble Guppies: Animal School Day,2.99,130,Education
Mickey Mouse Clubhouse: Mickey's Wildlife Count Along,2.99,743,Entertainment
MY EE,0,43,Utilities
Sonic Jump?,2.99,8661,Games
Yoga Studio,4.99,28439,Health & Fitness
"sugar, sugar",0.99,139,Games
Watch NFL Network,0,1110,Sports
Frax - The First Realtime Immersive Fractals,0.99,245,Entertainment
ReindeerCam,1.99,3379,Entertainment
Timehop,0,49510,Social Networking
Pudding Monsters,0.99,10703,Games
Toca Hair Salon 2,2.99,23349,Education
"Duolingo - Learn Spanish, French and more",0,162701,Education
Printicular Print Photos - 1 Hour Pickup,0,3909,Photo & Video
楽天カード,0,11,Finance
"Runtastic Push Ups PRO: Workouts, Trainer, Counter",1.99,3434,Health & Fitness
"Runtastic Squats PRO – Workouts, Trainer & Counter",1.99,1186,Health & Fitness
LEGO Batman: DC Super Heroes,4.99,7717,Games
Repost for Instagram,0,15185,Social Networking
Daily Celebrity Crossword,0,181384,Games
腾讯体育-NBA全网独播,0,29,Sports
Global Shark Tracker,0,336,Education
FOX NOW - Watch Full Episodes and Stream Live TV,0,39391,Entertainment
Mutant Mudds,4.99,819,Games
"All-in Fitness: 1200 Exercises, Workouts, Calorie Counter, BMI calculator by Sport.com",2.99,965,Health & Fitness
Gangstar Vegas,0,46705,Games
Slender Rising,2.99,5214,Games
365Scores,0,9879,Sports
Temple Run 2,0,295211,Games
Partia,3.99,209,Games
Beat the Boss 2,0,117338,Games
Afterlight,0.99,14057,Photo & Video
Warhammer Quest,2.99,4965,Games
Vendée Globe 2016,0,42,Sports
Joe Danger,1.99,3748,Games
百度视频HD-高清电视剧、电影在线观看神器,0,1987,Entertainment
Fitness Point Pro,4.99,1685,Health & Fitness
Beat the Boss 2 (17+),0.99,17203,Games
iGun Pro HD - The Original Gun Application,0,22324,Games
Sky Gamblers: Storm Raiders,4.99,18822,Games
METAL SLUG 1,2.99,540,Games
Asva The Monkey HD,0.99,80,Games
FINAL FANTASY IV,14.99,4558,Games
LINE PLAY - Your Avatar World,0,34677,Social Networking
Pou,0,3783,Games
Christmas Stories: Nutcracker Collector's Edition HD (Full),6.99,259,Games
aerofly FS - Flight Simulator,3.99,1033,Games
Infect Them All 2 : Zombies,0.99,2630,Games
Injustice: Gods Among Us,0,612532,Games
我想有个家,0,115,Games
Dr. Panda Daycare,2.99,401,Education
InstaLogo Logo Creator - Graphic design maker,2.99,6263,Business
Ingress,0,2739,Games
Sky Guide: View Stars Night or Day,2.99,22100,Reference
"InstaSize: Photo Editor, Picture Effects & Collage",0,15605,Photo & Video
SpongeBob Moves In,2.99,18758,Games
Minigore 2: Zombies,1.99,3164,Games
Incredipede,3.99,108,Games
Lumosity - Brain Training,0,96534,Education
Checkout 51: Grocery Coupons & Cash Back Savings,0,4878,Shopping
"Retrica - Selfie Camera with Filter, Sticker & GIF",0,11021,Photo & Video
TapeACall Pro - Call Recorder For Phone Calls,9.99,2951,Business
Yahoo Mail - Keeps You Organized!,0,113709,Productivity
TeamSpeak 3,4.99,697,Social Networking
车轮查违章-2017全国车辆违章查询助手,0,129,Travel
Bridge Constructor Playground,1.99,1628,Games
Grand Theft Auto: Vice City,4.99,20113,Games
Fish Out Of Water!,0.99,11000,Games
Threema,2.99,196,Social Networking
MyScript Calculator - Handwriting calculator,0,16555,Productivity
Wells Fargo for iPad,0,2207,Finance
SmartNews - Trending News & Stories,0,4645,News
"Alarm Clock Sleep Sounds Pro: Guided Meditation for Relaxation Cycle, Hypnosis and insomnia",6.99,235,Health & Fitness
Followers + EA - Analytics for Instagram,0.99,482,Social Networking
Blitz Brigade: Multiplayer FPS shooter online!,0,41266,Games
Megapolis,0,28902,Games
The Silent Age,0,16852,Games
Lep's World 3 Plus - the super best platformer games,0.99,4678,Games
Elmo Loves 123s,4.99,95,Games
Athletics: Summer Sports (Full Version),0.99,365,Games
WWF Together,0,1385,Education
Radio - USA,0,109,Entertainment
Cliff Diving Champ,0.99,61,Games
"ElfYourself by Office Depot, Inc.",0,12177,Entertainment
今日头条(专业版) - 推荐热点新闻资讯、娱乐视频,0.99,128,News
TimeStamp Photo with GPS Address Location,1.99,93,Photo & Video
Sonic Dash,0,418033,Games
"Instant Fitness : 600+ exercises, 100+ workouts, home, exercise workout trainer, 7 minute workout, on-the-go personal mobile fitness trainer by Fitness Buddy and Instant Heart Rate",9.99,571,Health & Fitness
"SeatGeek – Tickets to Sports, Concerts & Broadway",0,6088,Entertainment
Rocket Video for Google Cast and Chromecast to TV,1.99,4806,Productivity
途家-全球公寓民宿预订平台,0,17,Travel
AVP: Evolution,2.99,4996,Games
Deer Hunter Classic,0,179111,Games
零基础学音标,0.99,12,Education
Naughty or Nice Scan Free,0,729,Entertainment
Garmin Connect? Mobile,0,8341,Health & Fitness
BookScanner App,1.99,160,Book
中国移动手机营业厅(中国移动官方),0,82,Utilities
Cubasis 2 - Mobile Music Creation System,49.99,297,Music
买火车票Pro,4.99,14,Productivity
ZEDGE? Ringtones,0,9010,Entertainment
Napster - Top Music & Radio,0,14268,Music
Warbits,4.99,1051,Games
Google Maps - Navigation & Transit,0,154911,Navigation
Super Stickman Golf 2,0,46859,Games
PicTapGo,1.99,1175,Photo & Video
Dr. Panda Veggie Garden,2.99,124,Education
Ski Jumping Pro,0.99,308,Games
Wild Kratts Creature Power,1.99,155,Games
iMaps+ for Google Maps ? and Street View ? : Transit and Offline Contacts,2.99,1225,Navigation
Alphabet Aquarium School Adventure Vol 1: Teachme Letters - Animated Puzzle Games for Preschool and Kindergarten Explorers by 22learn,1.99,150,Games
Amaziograph,0.99,181,Entertainment
Monash University Low FODMAP Diet,7.99,159,Medical
火车票Pro for 12306,0.99,76,Travel
Santa Tracker Christmas Free,0,134,Entertainment
Block Fortress,1.99,15430,Games
ABCmouse.com - Early Learning Academy,0,18749,Education
Golf Live Extra,0,840,Sports
Microsoft Word,0,47999,Productivity
Microsoft PowerPoint,0,10939,Productivity
Coin Party: Carnival Pusher,0,2057,Games
Microsoft Excel,0,24430,Productivity
ウィズダム英和?和英辞典 2,23.99,5,Reference
STAR WARS?: FORCE COLLECTION,0,3936,Games
Smart Alarm Clock : sleep cycle & snoring recorder,0,3779,Health & Fitness
PicsArt Photo Studio: Collage Maker & Pic Editor,0,29078,Photo & Video
1 Second Everyday: Video Diary,4.99,2433,Photo & Video
The Walking Dead: Dead Yourself,0,2369,Entertainment
Bokeh Lens,0.99,206,Photo & Video
Score Darts,3.99,105,Sports
"ProTracker Plus Weight, Calorie & Exercise Tracker",2.99,2319,Health & Fitness
VSCO,0,11174,Photo & Video
Moto Madness - 3d Motor Bike Stunt Racing Game,0.99,13,Games
Baidu Videos,0,1,Entertainment
"Drawing Desk - Draw, Paint, Doodle & Sketch board",0,11040,Productivity
Alpaca World HD+,0,1191,Games
"SportsManias: Sports Emojis, Fantasy & Team News",0,2431,Sports
Open Food Facts,0,1,Food & Drink
Gym Log+ — Workout and Fitness Tracker,4.99,50,Health & Fitness
2XL Snocross,1.99,181,Games
H&M,0,687,Shopping
"7-Eleven, Inc.",0,1356,Food & Drink
METAL SLUG 2,2.99,421,Games
Plant Nanny - Water Reminder with Cute Plants,0,27421,Health & Fitness
Little Inferno HD,4.99,2145,Games
First Grade Learning Games (School Edition),3.99,7,Education
Hardcore Dirt Bike 2,1.99,26,Games
Slots Discovery,0,754,Games
bloxorz,0.99,56,Games
Musi - Unlimited Music For YouTube,0,25193,Music
返利-专注网购省钱的APP,0,97,Shopping
家园7：雪城增强版,0.99,3,Games
Endless Alphabet,8.99,10534,Education
CARROT To-Do - Talking Task List,2.99,11322,Productivity
Photo and Video Transfer over wifi app,2.99,307,Productivity
BeautyCam - AR Carnie selfie,0,2082,Photo & Video
Vine Camera,0,90355,Photo & Video
Flick Champions Winter Sports,0.99,2505,Games
CloudApp Mobile,1.99,130,Productivity
teamLabBody-3D Motion Human Anatomy-,24.99,1,Medical
Units Plus Converter - Convert Any Unit & Currency,3.99,525,Utilities
Gin Rummy Pro,1.99,1941,Games
Trenches II,0.99,2232,Games
Solitaire·,0,66002,Games
天猫HD,0,198,Shopping
仙劍奇俠傳1 DOS懷舊版,1.99,104,Games
家計簿マネーフォワード-自動連携で簡単 人気の家計簿,0,14,Finance
Pearl's Peril - Hidden Object Adventures,0,41428,Games
Star Wars? Pinball 5,1.99,3025,Games
Bombsquad - Defuse the Bomb,4.99,96,Games
4 Bilder 1 Wort,0,2,Games
Baby Care & Dress Up - Love & Have Fun with Babies,0,5230,Games
4 Pics 1 Word,0,80308,Games
Marvel Pinball,0.99,2298,Games
Temple Run: Oz,1.99,14912,Games
4 Images 1 Mot,0,78,Games
PhotoPills,9.99,166,Photo & Video
Nick,0,13237,Entertainment
Despicable Me: Minion Rush,0,464312,Games
Worms3,4.99,4422,Games
Essential Anatomy 5,19.99,2747,Medical
HabitSeed,0.99,53,Health & Fitness
Speech Jammer,0,1205,Entertainment
Real Basketball,0,198050,Games
Plants vs. Zombies? 2,0,267394,Games
Clear Vision 2,0.99,10477,Games
Perfect Video - Video Editor & Movie Maker (Pro),3.99,594,Photo & Video
Kingdom Rush Frontiers,1.99,6419,Games
Kingdom Rush Frontiers HD,2.99,11447,Games
CSR Classics,0,43770,Games
Disney Junior Appisodes,0,6009,Entertainment
Sleep Meister - Sleep Cycle Alarm,0.99,34,Health & Fitness
Sleep Meister - Sleep Cycle Alarm Lite,0,445,Health & Fitness
Mr. Crab,0,9875,Games
InstaBeauty -Camera&Photo Editor&Pic Collage Maker,0,4818,Photo & Video
UNiDAYS: Student Discounts for Shopping Top Brands,0,53,Shopping
"FanDuel - Daily Fantasy Baseball, Golf & Sports",0,8014,Sports
Second Grade Learning Games,2.99,322,Education
School of Chaos Online MMORPG,0,5237,Games
Minecraft: Papercraft Studio,2.99,1044,Games
Speakaboos Reading App: Stories & Songs for Kids,0,440,Education
银联钱包- 银行卡管家，扫码支付享优惠,0,9,Finance
Papa's Burgeria To Go!,0.99,570,Games
Pictoword: Fun 2 Pics Guess What's the Word Trivia,0,186089,Games
"SFind Premium Search for Spotify, YouTube & iTunes",2.99,411,Entertainment
Junk Jack,4.99,6891,Games
Ridiculous Fishing - A Tale of Redemption,2.99,9095,Games
Cover Orange 2: Journey,0.99,10604,Games
CVS,0,12402,Shopping
A Beautiful Mess,0.99,4251,Photo & Video
Smash Hit,0,126233,Games
Sprinkle Islands,1.99,2972,Games
Racing Rivals,0,55548,Games
Little Inferno,2.99,418,Games
Get Drunk Not Fat,0.99,19,Food & Drink
Photon Safe Web Browser with Flash Player for Kids,4.99,53,Education
Pirate Power,0,2555,Games
Hunting Simulator,2.99,50,Sports
Iron Force,0,141634,Games
Facetune,3.99,7643,Photo & Video
Solitaire Classic Card Game?,0,22079,Games
RPG AVABEL ONLINE,0,10514,Games
Fireman Sam - Fire & Rescue,1.99,38,Games
Glow Puzzle,1.99,2374,Games
"MOLDIV - Photo Editor, Collage & Beauty Camera",0,39501,Photo & Video
Farm Heroes Saga,0,187579,Games
腾讯微云HD-安全备份共享文件和照片,0,138,Productivity
IMPOSSIBLE ROAD,2.99,8249,Games
X-War: Clash of Zombies,0,17254,Games
Cut the Rope: Time Travel,0.99,9003,Games
Cut the Rope: Time Travel HD,0.99,4294,Games
Dr. Panda Supermarket,2.99,342,Education
??? ??,0,12,Weather
FINAL FANTASY V,14.99,1808,Games
Alarmy Pro (Sleep If U Can) - Alarm Clock,1.99,964,Lifestyle
Theory Test for Car Drivers - Driving Test Success,2.99,1,Education
Multiplayer for Minecraft PE,2.99,35109,Games
Infinity Blade III,0.99,37673,Games
Asphalt 8: Airborne,0,188568,Games
Frozen: Storybook Deluxe - Now with Frozen Fever!,4.99,903,Entertainment
Duck Life,0.99,1257,Games
Star Wars?: Knights of the Old Republic?,9.99,8767,Games
PlayKids - Educational Cartoons and Games for Kids,0,2196,Education
WRAL Weather Alert,0,25,Weather
Face Swap and Copy Free – Switch & Fusion Faces in a Photo,0,431,Catalogs
InstaMag - Free Pic and Photo Collage Maker,0,16221,Photo & Video
Ghost Observer - ghost detector & spirit radar,0,1193,Entertainment
Videoshop - Video Editor,1.99,57878,Photo & Video
Redline Rush,0.99,1766,Games
"Village Life: Love, Marriage and Babies",0,116620,Games
Eyes - the horror game,0.99,567,Games
Slow Shutter!,1.99,230,Photo & Video
Hopscotch,0,4057,Education
楽天市場 for iPad,0,6,Lifestyle
Cute CUT Pro - Full Featured Video Editor,5.99,1478,Photo & Video
Farm Story 2?,0,13142,Games
Teenage Mutant Ninja Turtles: Rooftop Run,3.99,15398,Games
Covet Fashion - The Game for Dresses & Shopping,0,75034,Games
驾校一点通-保过版，2017最新驾考学车宝典,0,16,Education
"ameli, l'Assurance Maladie",0,8,Health & Fitness
Design This Castle,0,2500,Games
Oldify - Old Face Photo Booth App,0.99,864,Entertainment
Prime Photos from Amazon,0,10511,Photo & Video
BeautyPlus - Selfie Camera for a Beautiful Image,0,7503,Photo & Video
Survivalcraft,3.99,19784,Games
Talking Ginger 2,0,8311,Entertainment
Dr. Panda Beauty Salon,2.99,527,Education
Heads Up!,0.99,9567,Games
World of Cubes Survival Craft,0,2758,Games
PDF Export - Photos to PDF and Converter,2.99,41,Business
Bloons TD Battles,0,67861,Games
Where's My Mickey?,1.99,2846,Games
Hearthstone,0,34694,Games
Geometry Dash,1.99,266440,Games
Sproggiwood,4.99,105,Games
HairTech-Head Sheets,2.99,14,Productivity
Stupid Test!,0,2485,Games
Eurovision Song Contest - The Official App,0,68,Entertainment
The Fast Metabolism Diet– customized meal planning,2.99,261,Health & Fitness
MLB.com Home Run Derby 17,0,100035,Games
Faded - Photo Editor,1.99,24530,Photo & Video
Sorcery!,4.99,662,Games
Sorcery! 2,4.99,308,Games
OPM Alert,0,172,News
Doodle Jump Easter Special,0,900,Games
Icon Pop Song,0,2199,Games
Yahoo Weather,0,112603,Weather
Draw Rider Plus,1.99,1490,Games
Stick Texting – The College Series,1.99,24,Utilities
"Writing Wizard - Kids Learn to Write Letters, Alphabet & Words",3.99,349,Education
Official Life in the UK Test – 3rd Edition,4.99,3,Education
Star Command,2.99,3473,Games
BAA Marathon,0,70,Sports
Dots: A Game About Connecting,0,11900,Games
Costume Quest,2.99,408,Games
Close Up Pics Quiz - Guess the Word Trivia Games,0,48032,Games
Make-Up Touch 2 - Kids Games & Girls Dressup Game,0,1214,Games
UE BOOM,0,612,Music
鬼とび,0,6,Games
Rivals for Catan,0.99,263,Games
Tetris? Blitz,0,122868,Games
Deus Ex: The Fall,4.99,6764,Games
Baldur's Gate II:EE,9.99,373,Games
Transport Tycoon,6.99,516,Games
e-Sword LT: Bible Study on the Go,1.99,2152,Reference
Duet Game,2.99,14407,Games
Crane Game Toreba!,0,323,Games
Glitché,0.99,1338,Photo & Video
McPlay?,0,3278,Games
The Inner World,2.99,425,Games
美柚 - 女生助手,0,804,Health & Fitness
"Casino X - Free Slot Machines, Poker, Blackjack",0,416,Games
沪江开心词场-英语、日语、韩语学习助手,0,417,Education
Santa Call & Tracker - North Pole Command Center,3.99,953,Entertainment
Sniper Shooter: Gun Shooting Games,0,134080,Games
Castle Raid 2,2.99,452,Games
Memrise: learn languages,0,20383,Education
RUNNING for weight loss: workout & meal plans,0,6407,Health & Fitness
RUNNING for weight loss PRO: workout & meal plans,1.99,304,Health & Fitness
"Thunderspace 5k ~ Focus, Sleep, Relax, Meditate in a thunderstorm with rain and nature sounds",2.99,1690,Health & Fitness
Buddy & Me,1.99,252,Games
达令全球好货－正品免税，带你购全球,0,19,Shopping
Township,0,80801,Games
Where's My Water? 2,0,22302,Games
Pacific Rim,0.99,1522,Games
Dumb Ways to Die,0,151559,Games
Pixel Gun 3D,0,301182,Games
WWDC,0,762,Reference
Nextdoor,0,14402,Social Networking
Terraria,4.99,98036,Games
AZZL,2.99,261,Games
Stop Motion Studio Pro,4.99,537,Photo & Video
Sago Mini Forest Flyer,2.99,1617,Education
Doc McStuffins:  Time For Your Check Up!,3.99,1286,Entertainment
3D stereogram : Human,0.99,9,Entertainment
Factory Balls,0.99,144,Games
Tayasui Sketches,0,11505,Productivity
Spinrilla - Mixtapes For Free,0,15053,Music
YY HD-和美女帅哥主播视频聊天的直播软件,0,94,Entertainment
Angry Birds Go!,0,75793,Games
Jigsaw Puzzle Collection HD,0,40227,Games
Stellarium Mobile Sky Map,2.99,64,Education
Hangouts,0,36404,Social Networking
Quizduell,0,10,Games
Walk for a Dog,0,412,Health & Fitness
Galileo Organ,9.99,135,Music
LiveTunes - Live Concert Music Player,0.99,220,Music
Pronoun Fill-In Super Fun Deck,5.99,5,Education
Cachly - Simple and powerful Geocaching for iPhone,4.99,263,Navigation
"Alizay, pirate girl",2.99,14,Book
Formula Cartoon All-Stars – Crazy Cart Racing with Your Favorite Cartoon Network Characters,2.99,168,Games
Verizon Cloud,0,6482,Productivity
"Solitaire Deluxe? Social - Classic, Spider, more",0,6970,Games
Evil Apples: A Filthy Adult Card & Party Game,0,53415,Games
Word Swag - Cool fonts & typography generator,4.99,9731,Photo & Video
EasyCost - Expense Tracker and Money organizer,0.99,165,Finance
Hero Emblems,3.99,597,Games
Angry Birds Star Wars II,0,33724,Games
Jelly Splash,0,21601,Games
"AOL: News, Email, Weather & Video",0,5233,News
Machines at War 3 RTS,6.99,608,Games
Castle of Illusion Starring Mickey Mouse,4.99,852,Games
Ruler and Compass Geometry,0.99,2,Education
OnCamera,0,111,Lifestyle
Clone Magic,1.99,306,Photo & Video
Monogram - Wallpaper & Backgrounds Maker HD DIY with Glitter Themes,0,7427,Lifestyle
Solitaire ?,0,741,Games
D&D Lords of Waterdeep,6.99,1772,Games
百度贴吧HD,0,542,Social Networking
Happy Wheels,0,60601,Games
"Videon - Video Camera and Editor with Zoom, Pause, Effects, Filters",4.99,818,Photo & Video
Pan Book 1: The Fearless Beribolt,5.99,438,Book
Dr. Panda Handyman,2.99,218,Education
Authentic Weather,1.99,330,Weather
"NOAA World Radar – Rain, Hurricanes & Weather",2.99,581,Weather
"Stock Market Pro: Stock Trading, Charts & Alerts",5.99,1034,Finance
Craft your games! - Createrria 2,0,4475,Games
Sniper Shooter Pro by Fun Games For Free,0.99,945,Games
Seven - 7 Minute Workout Training Challenge,0,6808,Health & Fitness
Quiver - 3D Coloring App,0,325,Entertainment
OBD Fusion - OBD2 vehicle scan tool & diagnostics,9.99,521,Travel
LetterGlow - Graphic Design & Photo Editing,2.99,181,Photo & Video
Battle Camp HD - Collect & Evolve Your Monsters,0,6055,Games
Sabres of Infinity,2.99,169,Games
FollowMeter for Instagram - Followers Tracking,0,11976,Social Networking
机票、火车票、汽车票预定助手 for 铁路12306,0,128,Travel
Trivia Crack,0,393469,Games
Construction Simulator 2014,0.99,2470,Games
"Princess Salon? - Girls Makeup, Dressup and Makeover Games",0,5030,Games
Toca Builders,2.99,5102,Education
Ice Fishing Derby Premium,2.99,47,Games
100 PICS Quiz - guess the picture trivia games,0,23160,Games
WaterMinder?,2.99,1875,Health & Fitness
2016 U.S. Open Golf Championship for iPad,0,146,Sports
Kanvas - Express Yourself,0,2177,Photo & Video
Yoga.com: 300 Poses & Video Classes,3.99,1189,Health & Fitness
"Monster Legends RPG - War, Fight & Heroes Game",0,111579,Games
Charades!?,0,18072,Games
Procraster - Overcome Procrastination,1.99,155,Productivity
Freeletics Bodyweight - Workouts and Training,0,1722,Health & Fitness
Weaphones WW2: Firearms Simulator,2.99,2122,Games
Call of Duty?: Strike Team,6.99,9097,Games
Breach & Clear,3.99,5513,Games
"Screens - Remote Desktop, VNC, Screen Sharing",19.99,559,Productivity
Background Player Pro for Cloud Platforms,2.99,184,Productivity
Icebreaker: A Viking Voyage,0.99,726,Games
Modern Combat 5 : The Multiplayer eSports Shooter,0,45270,Games
Home - A Unique Horror Adventure,2.99,348,Games
BlackOut: Bring the color back in the sky,2.99,226,Games
LIMBO,4.99,15030,Games
Episode - Choose Your Story,0,155903,Games
